1,35.10866,-92.436905
2,36.857394,-89.586051
3,35.888765,-94.979859
4,36.3549565,-92.3410256
5,36.293955,-95.627125
6,37.141958,-94.313292
7,36.3313,-94.149024
8,36.183467,-94.512608
9,37.663493,-92.645849
10,36.714712,-91.870322
11,34.838767,-92.236838
12,36.269042,-93.139074
13,34.247854,-83.456616
14,35.469113,-94.353427
15,35.618058,-91.254954
16,35.168795,-92.726727
17,36.839161,-94.397282
18,37.825154,-92.152265
19,36.755728,-90.411818
20,36.262476,-95.330024
21,38.362772,-93.750585
22,34.885098,-92.11255
23,39.268764,-94.930386
24,32.543518,-92.624043
25,39.120508,-91.890515
26,37.634119,-91.546043
27,36.904509,-94.880384
28,36.801185,-89.992373
29,35.094581,-94.628209
30,36.639045,-93.259769
31,39.188472,-96.556204
32,37.832201,-94.326552
33,33.925385,-93.857443
34,36.057305,-90.52294
35,37.7894913,-90.4353609
36,33.898037,-94.803528
37,36.740695,-95.931584
38,37.807978,-94.708671
39,37.042359,-95.579038
40,39.4476727,-92.4204522
41,38.3352206,-92.5838242
42,38.580049,-92.219907
43,39.018965,-96.820674
44,37.591722,-93.403975
45,35.81895,-90.685267
46,36.911771,-93.903147
47,34.490929,-93.089251
48,36.631855,-95.140418
49,35.451011,-94.80181
50,34.007244,-95.487949
51,38.864222,-91.945748
52,36.166247,-94.146954
53,36.959408,-92.676527
54,35.280505,-93.105157
55,35.1433678,-93.9018368
56,38.781105,-93.735334
57,38.988635,-90.982017
58,36.07663,-90.97439
59,37.072928,-94.472782
60,35.931083,-89.872175
61,35.253427,-90.777454
62,35.5867,-89.238093
63,35.4486832,-93.4604664
64,34.588589,-94.225872
65,38.22075,-91.154792
66,38.211942,-90.387955
67,37.433957,-94.702301
68,35.6999918,-90.0126791
69,35.165456,-90.20001
70,35.986324,-96.135074
71,36.248722,-90.963337
72,35.95667,-95.397539
73,31.367011,-92.406583
74,30.598559,-97.418418
75,37.337928,-92.939632
76,38.957069,-92.382341
77,37.087131,-94.545908
78,36.376273,-93.5870153
79,37.705668,-89.896103
80,33.276653,-93.212017
81,35.798588,-94.623206
82,34.577533,-92.580065
83,37.248775,-93.313985
84,32.6280728,-93.2511369
85,37.150021,-92.259461
86,36.946462,-93.714993
87,38.025748,-92.722992
88,36.5764748,-94.7656055
89,35.545844,-89.665294
90,35.028039,-90.793582
91,38.666161,-94.369474
92,35.357703,-89.897647
93,37.883896,-90.513307
94,35.760785,-89.543058
95,32.775799,-91.870221
96,38.4344195,-90.9700946
97,36.368151,-94.224959
98,37.937606,-91.779138
99,34.477048,-91.549074
100,35.386877,-96.921788
101,34.910046,-88.502016
102,35.876197,-88.748089
103,36.51749,-88.900147
104,35.862878,-97.42269
105,39.758116,-94.231503
106,28.476488,-81.629452
107,37.65365,-95.450998
108,35.031027,-97.931081
109,33.444519,-88.851436
110,34.677408,-88.56422
111,33.586655,-88.661913
112,33.968526,-88.457017
113,32.857781,-93.986591
114,35.605657,-95.964357
115,35.762696,-91.614278
116,34.0223133,-94.7379574
117,36.355005,-88.883642
118,37.362068,-89.634627
119,35.840815,-88.911782
120,34.667147,-92.377089
121,34.3907358,-92.8327356
122,35.815748,-90.734426
123,35.329141,-94.406562
124,34.72831,-92.397677
125,35.772625,-95.373093
126,34.193239,-97.145321
127,35.248317,-96.654501
128,35.8287229,-97.9367127
129,33.134578,-94.964667
130,33.657167,-94.10924
131,35.409307,-99.37645
132,36.810171,-97.297401
133,39.7765306,-93.55634
134,37.241729,-93.258694
135,36.124523,-97.048223
136,34.987486,-97.370172
137,35.350111,-94.338702
138,36.050008,-94.201133
139,31.299557,-94.731474
140,32.747175,-94.93762
141,36.869615,-88.360427
142,33.664699,-95.505897
143,36.412341,-99.384178
144,39.330546,-91.181652
145,32.227952,-92.705761
146,33.759174,-96.587537
147,34.9192022,-95.7404781
148,38.150177,-90.574504
149,34.492946,-89.032578
150,35.247101,-91.687166
151,36.714643,-81.927722
152,38.954911,-92.296729
153,35.060053,-98.262377
154,33.596586,-96.194575
155,36.241189,-91.596294
156,34.629368,-89.971894
157,35.997828,-88.43735
158,31.650027,-94.652353
159,34.285602,-89.021349
160,32.130652,-94.802126
161,37.313756,-91.962661
162,36.295227,-95.837899
163,31.750245,-93.066686
164,33.136229,-91.941957
165,34.805224,-91.894037
166,33.567239,-92.836856
167,37.92381,-90.771606
168,38.5404591,-90.9952384
169,35.048344,-89.68099
170,28.395378,-80.753116
171,34.72373,-88.950897
172,36.281103,-88.307919
173,36.79952,-98.645026
174,37.180349,-93.352393
175,33.3678514,-91.0438728
176,33.470693,-94.403621
177,33.645646,-97.13596
178,39.024151,-94.25503
179,31.951409,-95.266334
180,33.122255,-89.08271
181,37.814622,-96.892174
182,37.30124,-89.585833
183,40.216711,-92.579522
184,29.7763429,-94.9743933
185,39.329466,-94.265105
186,35.5989735,-87.0513091
187,37.738565,-89.186886
188,36.238808,-90.037563
189,38.625999,-88.98129
190,40.154263,-89.398031
191,40.461079,-90.641514
192,38.522079,-89.922955
193,37.11071,-87.918332
194,39.71992,-90.270971
195,33.222075,-96.629963
196,39.767807,-93.072718
197,32.7675247,-89.1275641
198,36.297466,-96.463165
199,35.503711,-93.84385
200,35.088093,-96.381422
201,32.004274,-97.099919
202,39.185505,-89.668379
203,30.908235,-94.015462
204,35.221587,-97.481153
205,35.1396272,-88.5742543
206,33.047228,-97.013954
207,38.706715,-93.270907
208,37.748171,-88.971464
209,35.490376,-97.763836
210,38.309085,-88.958411
211,32.527749,-97.337823
212,38.1414384,-89.7017327
213,34.5038374,-97.0041868
214,33.115504,-94.184857
215,35.511165,-97.976009
216,35.681492,-90.549868
217,32.341355,-97.41514
218,34.789127,-96.65614
219,35.293369,-93.716195
220,37.461908,-89.222998
221,34.3662191,-96.1426364
222,39.243164,-94.459216
223,35.201555,-87.060372
224,33.234935,-95.914764
225,36.280919,-94.151696
226,33.0549039,-89.5669509
227,31.320306,-95.434461
228,37.7282525,-88.532915
229,38.573605,-94.857295
230,31.950346,-92.656886
231,38.814137,-90.879016
232,32.576633,-97.336527
233,35.438882,-95.974421
234,30.333624,-95.098051
235,31.683347,-96.456538
236,38.26173,-93.3713094
237,36.370696,-96.01132
238,32.689696,-95.481768
239,37.997658,-89.238137
240,39.103491,-90.318482
241,38.749971,-88.097805
242,34.308824,-88.709889
243,32.902041,-96.461769
244,37.688625,-87.900008
245,32.416996,-96.837937
246,34.454531,-93.060534
247,38.7753749,-89.952569
248,38.000853,-88.93678
249,32.739723,-96.306024
250,32.930782,-97.1017
251,35.2239804,-88.2147838
252,36.0599933,-87.3812037
253,33.540549,-97.837408
254,34.618772,-98.42438
255,35.93902,-86.819155
256,34.2420797,-88.3972337
257,37.133514,-94.478384
258,34.80428,-88.20453
259,30.716174,-94.954755
260,35.2523274,-95.1084185
261,32.42845,-93.712166
262,35.507388,-92.032234
263,34.043471,-94.319058
264,35.322508,-97.493008
265,30.642342,-97.03214
266,36.694977,-86.573045
267,30.024796,-93.844527
268,32.576044,-97.130022
269,30.713817,-95.570575
270,33.8429292,-87.254431
271,33.604067,-91.381208
272,30.763779,-94.419491
273,29.5164259,-97.4491852
274,32.333377,-96.620823
275,29.85698,-97.665477
276,30.394988,-96.071724
277,35.2179,-93.166461
278,37.271457,-87.144458
279,38.50661,-90.656737
280,30.106968,-95.233615
281,34.214766,-86.153387
282,36.948807,-86.433446
283,37.759516,-89.28315
284,34.012769,-85.987031
285,36.483717,-86.888493
286,34.7466316,-89.459003
287,34.341887,-86.500136
288,32.508119,-92.154337
289,32.7258051,-89.5474174
290,29.972971,-92.095051
291,35.452676,-86.047354
292,30.233198,-92.36465
293,33.78822,-85.765028
294,29.814155,-91.51306
295,38.462144,-90.521836
296,35.136734,-86.564496
297,30.687254,-92.260969
298,38.966414,-89.135519
299,34.119797,-93.096488
300,38.809975,-94.495531
301,33.993612,-86.093629
302,31.304425,-96.876786
303,33.971218,-86.446599
304,30.6574,-96.330396
305,32.052932,-93.68175
306,30.139992,-96.393143
307,39.077943,-93.736752
308,35.844007,-96.394808
309,39.263479,-93.963432
310,36.419232,-94.806089
311,38.358741,-90.157744
312,33.720093,-85.820134
313,34.747008,-86.675822
