6,17602
7,27704
12,15801
13,6776
14,26452
16,7457
24,14043
26,17866
26,12458
29,16652
33,27288
37,28805
41,20011
44,29505
45,29206
48,2760
52,29210
53,17402
56,29209
59,19148
62,8755
69,29070
70,28602
77,6484
78,28570
79,28262
84,14502
86,23824
86,27406
89,29379
94,15717
94,27549
100,12534
102,1440
104,8835
107,4011
110,23321
113,19406
113,28529
116,23601
119,6810
126,17331
128,1020
130,28337
133,22033
133,28314
135,4730
142,1923
143,26537
149,6106
152,26554
153,24501
154,27513
156,2301
169,6776
177,17111
178,29020
179,24450
182,23834
188,27889
189,18337
189,6614
191,13069
193,22980
202,1453
205,21502
206,27209
210,16601
212,6492
213,2301
215,3051
220,15108
221,15122
225,22026
233,23234
243,12866
243,28372
244,15717
246,6776
248,28092
257,28097
259,16504
267,27587
268,21826
269,29485
275,14304
278,14580
285,21122
286,1532
287,24171
290,27360
295,28337
299,2886
306,18252
311,27203
312,6516
317,27344
322,2921
323,27263
327,22306
328,27893
331,16506
333,4105
334,17870
336,27858
337,19095
341,6790
349,23322
350,27612
351,26155
352,23805
352,22182
367,21227
372,19095
373,12458
377,27804
382,11554
383,7457
385,14456
386,16701
387,6810
393,1082
394,23834
394,27529
396,17402
399,6042
401,19403
406,28504
408,11554
408,20186
413,28704
416,23060
417,27203
423,19560
424,6385
424,26354
427,27203
428,27804
431,17011
433,24134
435,29440
442,8002
446,15601
448,15010
449,19505
460,15642
469,27856
470,15005
470,6460
473,18020
478,12804
480,7036
484,1864
485,28339
485,23322
488,25570
489,19440
489,28658
496,24211
500,28461
504,8012
508,17866
508,23284
512,7753
515,27292
521,28630
523,28787
525,27320
526,24211
528,3874
530,17268
531,12401
538,23502
542,29466
544,8096
545,7731
546,29483
551,8540
552,21220
553,19438
555,27288
560,18202
561,28376
563,24572
570,29485
571,13815
579,5478
582,22603
592,19526
598,29203
599,20011
605,15108
612,24540
615,28540
619,14420
620,25271
625,24401
627,2322
630,28358
636,19365
639,24153
644,28694
646,7608
657,21811
658,18640
665,26501
666,13090
673,28645
673,6614
681,1364
690,24502
691,29526
696,6484
696,12303
699,20601
703,1532
705,23831
706,15137
710,25601
711,15767
722,15108
724,14043
733,27263
736,8091
736,24012
742,28390
742,8083
745,18702
752,16214
753,21502
754,13021
760,2767
773,28152
774,11725
775,19061
776,29307
776,22801
778,13421
783,29072
784,14513
785,22315
786,14304
787,17050
790,23284
795,27560
796,2081
797,27263
798,8070
801,23464
803,27406
807,19610
809,3865
820,6111
827,6810
831,13413
832,27317
835,6475
837,23230
838,28451
840,28403
845,27573
852,17815
854,17044
861,3110
867,13669
876,16803
882,16635
884,24171
887,15044
888,28054
891,29488
891,2904
892,1119
896,11749
897,7026
899,16421
903,29203
906,15417
909,26508
914,29203
926,20001
927,16635
933,16066
935,7083
935,27406
941,6351
943,17751
944,3079
946,24401
949,20151
954,29445
961,23060
968,23602
970,13662
980,23061
982,20601
982,2188
995,28152
996,3581
