13,30529
24,71270
33,71852
36,74745
50,74743
73,71360
74,76574
80,71753
84,71055
95,71220
106,34787
109,39759
112,38821
116,74728
126,73401
129,75455
130,71822
139,75904
140,75644
142,75462
145,71251
146,75020
154,75418
158,75965
159,38863
160,75654
163,71457
164,71635
166,71701
170,32922
175,38701
176,75570
177,76240
179,75766
184,77521
195,75069
197,39350
201,76645
203,75951
206,75067
211,76028
214,75551
217,76033
221,74525
224,75428
232,76036
234,77327
235,76667
238,75773
242,38804
243,75087
245,75165
249,75160
250,76051
253,76230
256,38843
259,77351
261,71105
263,71832
265,76567
268,76063
269,77340
270,35501
273,78629
274,75119
275,78644
280,77365
281,35957
284,35903
287,35016
288,71291
290,70510
292,70526
293,36265
297,70586
299,71923
301,35954
303,35121
304,77802
306,77833
312,36206
314,77904
316,70663
319,72150
326,75801
327,71655
331,77437
333,77375
335,76450
337,36801
339,36832
343,35594
347,39208
348,75935
352,76048
356,71111
361,77656
363,77657
365,77954
366,70546
367,76522
372,38801
376,78572
377,75605
378,78503
379,75604
380,77304
383,71446
384,78666
386,76542
387,35565
390,77640
392,78578
393,76302
394,75751
395,70518
398,76306
399,75482
401,35007
403,76234
405,75056
406,75402
407,70791
408,78539
410,35045
412,35160
415,77474
417,76424
419,78382
420,78363
421,78861
425,71129
426,78840
427,71118
428,77642
431,78504
433,78336
434,78520
435,30014
436,77662
437,78852
438,78102
439,77511
440,78410
441,78114
442,71854
444,70607
445,78416
446,76205
447,78942
449,75146
450,78664
453,76528
459,36066
461,32351
467,30265
468,78418
470,39705
472,79924
474,39440
475,70345
476,78934
477,70634
478,77551
480,78028
482,30504
484,79720
485,79935
486,75156
487,29803
490,30114
491,77532
493,70601
494,75633
495,78119
496,30680
498,77568
499,32746
500,77515
501,34203
502,71730
503,70737
504,70506
505,70560
506,70501
507,79606
508,32653
509,79601
510,71301
511,79762
512,70380
513,70433
514,70570
516,70360
517,30046
518,77469
519,88240
520,33566
523,32177
524,70461
525,78041
527,31021
531,31503
532,76448
533,32763
534,35094
537,75110
542,75662
545,30188
549,32086
551,32127
552,33830
560,31707
561,76132
563,31533
564,30214
565,78552
569,76904
572,77380
573,36303
576,31406
579,76401
580,32174
581,79707
582,88201
583,30240
584,30121
587,29118
588,30141
593,33903
595,29108
604,31419
616,31525
619,32780
620,77706
626,30165
633,33870
639,35055
645,35976
657,31750
661,34471
665,38655
667,36703
670,77375
671,33541
672,32757
675,39180
681,35405
682,33823
684,38930
685,30117
687,36081
689,33844
690,33948
691,30125
692,35010
693,29926
695,36854
696,35150
698,36732
701,36330
703,36360
707,77346
708,76502
709,30281
715,77505
719,78064
720,31709
722,33873
723,35206
724,78247
725,35022
729,30458
730,34293
731,77449
732,32055
733,77082
736,70535
738,77630
739,33950
741,78654
742,30655
743,33803
745,78801
747,30274
751,75149
754,78332
763,34748
767,76067
768,76180
769,77566
771,36203
772,88001
774,76801
775,34266
777,34974
780,34746
781,33990
783,39601
791,75103
794,31558
795,31093
802,31730
806,70815
807,78945
810,77373
811,88346
814,36695
817,33898
818,32720
819,79423
820,36274
821,30474
822,30110
823,31313
824,30291
825,39828
827,78130
828,32773
829,36619
831,88220
833,39157
834,77581
837,39120
839,75062
842,30041
843,29072
848,39465
850,31757
855,32817
856,79735
857,75052
858,79772
859,31601
861,36535
862,78155
863,39204
868,31029
869,32819
875,39402
877,76825
878,32547
880,75670
881,31088
884,33584
885,77477
886,79072
891,30223
892,70726
893,36526
896,36117
897,76114
898,30066
899,76710
900,33596
901,79416
902,34761
903,32536
904,75092
906,75237
907,31788
908,32707
913,34432
914,32703
915,33513
918,70068
919,76086
920,79907
924,39466
925,39503
927,34606
928,33880
929,76135
933,71295
936,74701
937,39301
943,33912
944,32571
945,70003
946,36606
947,33549
949,34655
953,78521
955,78242
959,34210
960,31015
964,31326
969,79912
974,31023
976,75704
978,39648
979,30401
983,34446
992,77095
993,78599
995,78602
996,75707
997,70301
1001,30260
1003,79336
1004,35555
1008,75040
1011,39074
1013,77546
1016,31539
1017,39581
1018,71801
1019,77964
1023,31793
1027,38901
1028,32311
1029,31211
1031,32608
1033,32223
1034,32168
1035,32205
1036,34769
1038,34668
1039,32210
1040,32822
1041,39531
1043,36420
1049,77979
1050,70714
1053,77068
1054,71373
1055,36092
1056,71463
1057,34453
1058,35570
1060,30643
1062,71269
1063,30286
1067,75023
1068,75180
1070,34112
1073,31061
1076,78006
1078,78717
1080,71350
1084,32433
1086,70767
1088,77015
1093,31082
1098,76308
1099,85546
1101,31206
1102,77845
1104,78624
1111,35214
1113,29212
1121,32216
1122,32224
1124,34243
1126,30060
1128,32164
1129,76021
1131,29169
1133,30087
1134,78753
1135,77575
1141,39111
1143,71201
1145,78232
1148,70760
1150,35071
1152,33598
1153,32063
1154,70605
1155,32404
1156,70808
1160,39576
1161,34613
1162,36571
1164,75006
1167,85122
1170,32811
1171,32312
1172,32504
1173,32534
1176,35244
1177,30907
1178,76513
1179,85901
1180,78229
1183,32065
1188,85635
1193,33809
1198,78704
1200,76705
1201,76903
1204,79553
1208,70816
1210,39452
1213,29841
1214,39307
1216,79549
1222,77037
1223,32091
1224,36867
1231,85710
1235,32626
1237,30906
1239,73446
1240,78586
1245,88310
1247,78628
1251,31909
1255,30519
1256,78214
1266,85621
1269,85705
1275,85532
1279,29223
1280,31903
1282,30038
1284,70065
1294,78209
1295,39564
1300,88061
1301,32541
1304,30650
1305,31093
1311,85541
1312,32714
1314,30047
1317,32448
1321,85120
1323,29906
1324,29649
1330,32119
1331,33781
1339,30606
1345,32304
1348,77043
1350,85614
1351,77414
1379,32225
1394,76120
1402,36037
1406,38606
1414,85365
1420,33634
1424,35209
1430,78411
1433,30134
1441,33618
1448,85225
1449,34684
1469,38732
1470,85345
1472,33708
1479,85308
1485,85035
1492,92243
1514,30076
1525,30106
1533,85032
1541,32506
1548,85746
1555,36426
1578,36027
1582,85206
1596,30824
1629,92373
1630,92324
1634,92064
1645,39056
1646,35210
1650,33770
1654,30078
1677,85284
1678,92571
1699,30062
1733,75041
1737,92253
1738,78217
1740,76017
1762,92264
1769,77338
1777,85607
1779,34470
1782,92545
1792,92231
1795,92376
1806,34224
1831,92507
1843,92879
1845,92284
1846,92071
1853,91739
1873,91740
1887,34110
1888,78582
1890,33607
1921,91786
1954,92503
1989,77063
1998,33765
2001,90703
2003,75093
2012,92083
2021,75244
2026,90723
2029,35242
2030,85251
2031,85015
2040,75501
2044,96789
2050,70809
2051,78735
2066,92154
2071,30096
2088,92123
2091,92203
2107,79925
2137,78245
2138,33971
2141,92801
2145,92057
2152,92021
2153,91745
2154,77040
2186,91766
2191,91910
2192,91722
2198,35476
2202,96766
2213,96740
2245,30338
2251,34654
2254,34239
2259,33511
2260,76063
2261,91010
2267,78216
2282,75243
2292,77523
2296,75040
2311,34233
2312,75034
2313,30815
2319,96720
2320,30013
2323,85201
2329,33440
2331,92882
2341,32835
2345,77459
2352,85023
2357,92704
2363,85018
2364,91326
2371,32563
2372,36301
2392,85392
2417,30084
2434,78249
2440,90712
2441,79936
2446,31602
2451,32060
2454,33612
2458,31545
2460,85020
2475,75063
2481,88130
2487,85226
2489,70460
2492,75228
2494,85286
2508,75703
2513,34711
2517,30501
2524,92592
2529,35235
2530,39402
2531,39540
2533,77096
2536,39110
2538,35148
2540,77506
2546,30504
2547,31069
2549,33647
2552,30180
2553,36507
2558,36542
2563,30830
2565,39232
2570,78537
2572,78566
2574,85260
2575,85215
2576,78218
2577,85204
2581,30241
2583,85128
2586,85374
2599,34677
2603,31707
2613,30605
2621,70785
2626,92236
2632,29927
2633,78250
2638,92881
2639,34491
2640,31520
2651,30458
2654,31322
2658,78254
2672,34744
2675,75024
2677,90660
2680,31210
2683,79763
2705,70039
2707,75013
2708,32003
2712,85741
2715,75023
2729,39218
2730,32724
2731,30004
2732,70508
2734,90670
2741,92562
2754,75081
2755,75094
2757,76133
2758,75150
2759,76137
2760,76017
2761,76244
2762,76248
2770,78613
2772,77478
2773,75025
2774,75287
2776,92354
2780,75232
2781,75227
2788,92260
2791,76105
2792,76244
2794,33781
2797,85710
2801,78070
2802,78023
2803,78228
2806,39046
2807,39194
2809,30360
2810,30062
2811,30093
2813,30078
2814,30084
2815,32405
2817,30044
2830,78211
2834,78257
2836,78244
2842,30033
2848,79928
2854,85710
2855,76110
2856,85741
2859,91767
2870,33707
2876,78653
2877,78621
2878,32806
2885,90280
2891,30083
2893,35216
2894,33613
2895,75007
2899,75074
2900,30253
2901,30122
2904,75104
2907,32771
2910,77384
2918,75043
2919,75088
2922,77494
2927,76384
2937,85308
2940,90631
2959,35040
2960,76182
2962,92407
2971,75104
2972,75077
2973,76017
2974,75065
2975,96732
2976,70818
2979,77065
2984,77565
2987,77099
2992,32327
2993,32068
2996,77077
2999,85308
3000,76548
3001,32738
3002,85303
3003,78573
3009,71603
3018,75204
3021,33884
