1,35.10866,-92.436905,72032
2,36.857394,-89.586051,63801
3,35.888765,-94.979859,74464
4,36.3549565,-92.3410256,72653
5,36.293955,-95.627125,74017
6,37.141958,-94.313292,64836
7,36.3313,-94.149024,72756
8,36.183467,-94.512608,72761
9,37.663493,-92.645849,65536
10,36.714712,-91.870322,65775
11,34.838767,-92.236838,72120
12,36.269042,-93.139074,72601
13,34.247854,-83.456616,30529
14,35.469113,-94.353427,72956
15,35.618058,-91.254954,72112
16,35.168795,-92.726727,72110
17,36.839161,-94.397282,64850
18,37.825154,-92.152265,65584
19,36.755728,-90.411818,63901
20,36.262476,-95.330024,74361
21,38.362772,-93.750585,64735
22,34.885098,-92.11255,72076
23,39.268764,-94.930386,66048
24,32.543518,-92.624043,71270
25,39.120508,-91.890515,65265
26,37.634119,-91.546043,65560
27,36.904509,-94.880384,74354
28,36.801185,-89.992373,63841
29,35.094581,-94.628209,74953
30,36.639045,-93.259769,65616
31,39.188472,-96.556204,66502
32,37.832201,-94.326552,64772
33,33.925385,-93.857443,71852
34,36.057305,-90.52294,72450
35,37.7894913,-90.4353609,63640
36,33.898037,-94.803528,74745
37,36.740695,-95.931584,74006
38,37.807978,-94.708671,66701
39,37.042359,-95.579038,67337
40,39.4476727,-92.4204522,65270
41,38.3352206,-92.5838242,65026
42,38.580049,-92.219907,65109
43,39.018965,-96.820674,66441
44,37.591722,-93.403975,65613
45,35.81895,-90.685267,72401
46,36.911771,-93.903147,65708
47,34.490929,-93.089251,71913
48,36.631855,-95.140418,74301
49,35.451011,-94.80181,74955
50,34.007244,-95.487949,74743
51,38.864222,-91.945748,65251
52,36.166247,-94.146954,72764
53,36.959408,-92.676527,65608
54,35.280505,-93.105157,72802
55,35.1433678,-93.9018368,72927
56,38.781105,-93.735334,64093
57,38.988635,-90.982017,63379
58,36.07663,-90.97439,72476
59,37.072928,-94.472782,64804
60,35.931083,-89.872175,72315
61,35.253427,-90.777454,72396
62,35.5867,-89.238093,38012
63,35.4486832,-93.4604664,72830
64,34.588589,-94.225872,71953
65,38.22075,-91.154792,63080
66,38.211942,-90.387955,63028
67,37.433957,-94.702301,66762
68,35.6999918,-90.0126791,72370
69,35.165456,-90.20001,72301
70,35.986324,-96.135074,74066
71,36.248722,-90.963337,72455
72,35.95667,-95.397539,74467
73,31.367011,-92.406583,71360
74,30.598559,-97.418418,76574
75,37.337928,-92.939632,65706
76,38.957069,-92.382341,65203
77,37.087131,-94.545908,64801
78,36.376273,-93.5870153,72616
79,37.705668,-89.896103,63775
80,33.276653,-93.212017,71753
81,35.798588,-94.623206,74960
82,34.577533,-92.580065,72015
83,37.248775,-93.313985,65803
84,32.6280728,-93.2511369,71055
85,37.150021,-92.259461,65711
86,36.946462,-93.714993,65605
87,38.025748,-92.722992,65020
88,36.5764748,-94.7656055,74344
89,35.545844,-89.665294,38019
90,35.028039,-90.793582,72335
91,38.666161,-94.369474,64701
92,35.357703,-89.897647,38053
93,37.883896,-90.513307,63601
94,35.760785,-89.543058,38063
95,32.775799,-91.870221,71220
96,38.4344195,-90.9700946,63084
97,36.368151,-94.224959,72712
98,37.937606,-91.779138,65401
99,34.477048,-91.549074,72160
100,35.386877,-96.921788,74804
101,34.910046,-88.502016,38834
102,35.876197,-88.748089,38358
103,36.51749,-88.900147,42041
104,35.862878,-97.42269,73044
105,39.758116,-94.231503,64429
106,28.476488,-81.629452,34787
107,37.65365,-95.450998,66720
108,35.031027,-97.931081,73018
109,33.444519,-88.851436,39759
110,34.677408,-88.56422,38829
111,33.586655,-88.661913,39773
112,33.968526,-88.457017,38821
113,32.857781,-93.986591,71082
114,35.605657,-95.964357,74447
115,35.762696,-91.614278,72501
116,34.0223133,-94.7379574,74728
117,36.355005,-88.883642,38237
118,37.362068,-89.634627,63755
119,35.840815,-88.911782,38343
120,34.667147,-92.377089,72209
121,34.3907358,-92.8327356,72104
122,35.815748,-90.734426,72404
123,35.329141,-94.406562,72901
124,34.72831,-92.397677,72205
125,35.772625,-95.373093,74401
126,34.193239,-97.145321,73401
127,35.248317,-96.654501,74868
128,35.8287229,-97.9367127,73750
129,33.134578,-94.964667,75455
130,33.657167,-94.10924,71822
131,35.409307,-99.37645,73644
132,36.810171,-97.297401,74631
133,39.7765306,-93.55634,64601
134,37.241729,-93.258694,65803
135,36.124523,-97.048223,74075
136,34.987486,-97.370172,73080
137,35.350111,-94.338702,72903
138,36.050008,-94.201133,72704
139,31.299557,-94.731474,75904
140,32.747175,-94.93762,75644
141,36.869615,-88.360427,42025
142,33.664699,-95.505897,75462
143,36.412341,-99.384178,73801
144,39.330546,-91.181652,63334
145,32.227952,-92.705761,71251
146,33.759174,-96.587537,75020
147,34.9192022,-95.7404781,74501
148,38.150177,-90.574504,63020
149,34.492946,-89.032578,38652
150,35.247101,-91.687166,72143
151,36.714643,-81.927722,24211
152,38.954911,-92.296729,65201
153,35.060053,-98.262377,73005
154,33.596586,-96.194575,75418
155,36.241189,-91.596294,72513
156,34.629368,-89.971894,38668
157,35.997828,-88.43735,38344
158,31.650027,-94.652353,75965
159,34.285602,-89.021349,38863
160,32.130652,-94.802126,75654
161,37.313756,-91.962661,65483
162,36.295227,-95.837899,74055
163,31.750245,-93.066686,71457
164,33.136229,-91.941957,71635
