0,33.596146,-111.978633,85032
1,28.504964,-81.31284,32822
1,33.478722,-112.000982,85018
2,33.143498,-94.397282,64850
3,41.238458,-75.858654,34461
4,29.894378,-90.063157,38637
5,39.359859,-85.474983,47240
5,37.230004,-107.865779,81303
6,40.029557,-85.0772931,30117
6,33.5432197,-76.241112,17602
7,36.02823,-78.843746,27704
7,33.609159,-112.21834,85381
8,37.117108,-88.261654,60110
9,35.490376,-97.763836,98516
10,37.133514,-94.478384,64870
11,34.0463802,-85.239825,30125
12,34.9198793,-78.7374441,15801
12,41.1281024,-120.4191493,93454
13,41.551962,-73.419723,6776
14,39.019833,-80.4149,26452
14,34.588891,-86.981859,35601
15,30.483114,-97.669778,78664
15,42.648099,-84.077745,48836
16,40.992839,-97.61503,67401
16,38.785465,-74.311823,7457
17,44.627025,-123.051328,97322
17,47.865754,-121.972124,98272
18,42.209328,-88.282838,97365
19,42.56033,-113.789812,83318
19,30.436819,-88.891715,39540
20,32.596094,-93.838319,71107
21,38.485575,-82.658168,41101
21,33.757227,-90.712128,38732
22,31.10974,-99.33078,76825
23,45.335366,-118.058396,97850
23,29.4990441,-95.1255913,77573
24,42.882479,-78.694009,14043
25,41.760285,-83.019831,84341
25,36.396561,-111.830402,37857
26,41.7424997,-76.5051024,17866
26,40.7878265,-74.3706537,12458
27,38.880878,-94.758164,66062
27,45.0563683,-93.3162617,55430
28,32.774685,-94.091657,76111
29,40.726907,-73.543756,16652
30,37.138803,-104.523231,81082
30,42.621319,-83.054472,48314
31,35.3331,-97.478135,73160
32,29.778912,-98.724391,78006
32,31.231526,-85.450493,36305
33,36.488342,-81.814048,27288
33,26.610823,-79.733948,33966
34,27.7572296,-82.734284,33707
34,30.395741,-91.160018,70808
35,30.866174,-93.288017,70634
35,26.270825,-81.745551,34109
36,34.959728,-92.435566,71742
36,33.820498,-89.996039,38671
37,35.577077,-82.516228,28805
37,41.9347406,-87.7429913,60639
38,28.389851,-81.248596,32832
39,34.221331,-85.130382,30161
40,47.5229841,-80.199447,33411
40,26.689142,-92.5910689,55768
41,34.7342509,-80.7847582,29720
41,38.957531,-77.002461,20011
42,35.838403,-83.574228,37862
42,35.538043,-97.62107,73132
43,33.717465,-78.856676,29577
43,31.292001,-92.513688,71303
44,34.155229,-101.866919,29505
45,34.02128,-80.952336,29206
45,32.5907686,-96.78663,75146
46,32.551232,-82.972249,31021
47,28.906876,-81.245296,32725
48,41.933426,-112.000982,2760
48,33.478722,-71.350241,85018
49,43.319893,-73.612395,72390
50,39.596322,-110.788467,70809
50,30.37753,-91.06156,84501
51,32.543518,-92.624043,71270
52,43.333921,-71.01322,29210
53,39.977681,-76.671561,17402
54,32.326622,-95.316745,75701
54,26.2874705,-97.9905849,78543
55,30.333624,-95.098051,77327
56,33.964176,-80.938599,29209
57,35.888765,-94.979859,74464
57,30.152304,-95.221042,77357
58,37.511302,-121.943195,94539
59,41.309977,-81.519342,44056
59,39.926499,-75.141376,19148
60,30.403829,-88.958552,39531
61,33.798413,-83.742318,30655
62,39.9756642,-74.2382847,95356
62,37.694458,-120.99185,8755
63,26.671878,-92.616012,65065
63,38.14942,-81.928813,33909
64,27.829339,-80.481738,32958
65,38.704318,-121.33186,95842
66,32.552444,-84.895833,31909
66,38.80882,-94.893071,66030
67,32.8090607,-85.879296,31206
67,39.206333,-83.7177241,47201
68,40.561577,-84.177792,45895
68,32.400301,-83.336257,31014
69,33.917546,-81.529227,29070
69,39.083457,-108.474014,81504
70,35.703382,-81.286787,28602
71,38.309011,-122.283328,94558
72,33.767668,-97.512067,92683
72,35.665621,-117.993504,73003
73,32.534396,-96.815957,75154
74,32.5770666,-97.3388787,76036
75,32.4341545,-81.759548,30458
75,38.5961282,-121.2918143,95670
76,36.24055,-115.224029,89130
77,38.662953,-87.504643,47591
77,41.29143,-73.112949,6484
78,34.775819,-76.872785,28570
79,29.894378,-95.065666,77532
79,35.334147,-80.712497,28262
80,28.631976,-96.627385,77979
81,34.959728,-89.996039,38671
81,32.506142,-84.977565,31904
82,43.173711,-89.246586,77474
83,42.1525,-89.9839444,70043
84,43.066512,-77.357871,14502
84,34.948143,-120.4527076,93458
85,41.5922214,-88.0228929,60441
85,32.084845,-110.776057,85747
86,37.060797,-78.004293,23824
86,36.002186,-79.799652,27406
87,42.033289,-81.293856,52302
87,28.222798,-91.552968,34772
88,28.422051,-97.753283,78102
89,34.726994,-81.641145,29379
90,44.897067,-86.869567,55118
91,34.2801955,-83.8752864,30504
92,41.507494,-87.677404,60461
93,40.736437,-96.598969,68526
93,39.7110384,-86.1191817,46227
94,36.08324,-78.320606,15717
94,40.442519,-79.226641,27549
95,39.496607,-121.57343,95965
96,42.647805,-85.32049,49058
96,27.8943892,-97.3054748,78374
97,34.647258,-86.541605,35802
98,41.43277,-90.155134,61254
98,29.829851,-95.377074,77022
99,44.354549,-89.813333,54494
99,38.002606,-87.575764,47710
100,42.278396,-115.24648,89103
100,36.1231761,-73.750352,12534
101,37.484701,-86.265657,42754
102,42.55141,-83.61331,1440
102,42.513919,-71.994725,48165
103,43.409163,-86.310321,49461
104,40.546574,-74.58374,8835
105,39.808617,-94.811755,64506
105,28.255445,-81.315648,34769
106,36.088885,-83.938663,37938
107,43.907103,-69.90761,4011
108,34.078384,-111.5753437,85120
108,33.413821,-83.921922,30519
109,36.088885,-83.938663,37938
109,30.456509,-88.895194,39540
110,36.829961,-76.418107,23321
111,35.386354,-76.95532,93312
112,33.872491,-118.061727,90703
112,33.039071,-112.014193,85138
113,35.144689,-75.398584,19406
113,40.083475,-76.835794,28529
114,38.580049,-92.219907,65109
114,37.22725,-96.992729,67156
115,40.657293,-83.583847,43326
116,44.27772,-83.504371,23601
117,47.491452,-111.218821,59405
118,32.745312,-104.754675,80634
118,40.422824,-96.445649,75126
119,34.667147,-92.377089,72209
119,41.407877,-73.412984,6810
120,30.403829,-88.958552,39531
121,28.612495,-81.454305,32810
122,36.948807,-86.433446,42104
122,38.752864,-82.925293,45662
123,44.411593,-88.743987,54961
124,34.424199,-82.256481,92345
125,33.459558,-112.395288,85338
125,39.0747105,-94.6559528,66106
126,39.823698,-92.511312,17331
126,44.07697,-76.975137,55901
127,36.946462,-93.714993,65605
128,30.477426,-72.573946,32218
128,42.172343,-81.638694,1020
129,27.608819,-80.728675,29926
129,32.211604,-81.517586,33825
130,34.630698,-78.6199,28337
131,43.548914,-116.569909,80031
132,40.992839,-74.311823,93036
133,35.0545697,-77.396567,22033
133,38.854186,-79.0640008,28314
134,31.811007,-96.457539,68025
135,46.143162,-67.842502,4730
136,39.853829,-86.084443,46226
137,41.396587,-89.462832,61356
137,33.935634,-84.730256,30157
138,32.227804,-105.054716,79720
138,40.586243,-101.467786,80524
139,32.902041,-96.461769,75087
140,35.513194,-86.452061,37160
140,39.311522,-84.318642,45040
141,29.497881,-98.325083,78109
142,42.55444,-70.968233,1923
142,40.52654,-104.990371,80547
143,33.236372,-87.615269,35476
143,39.486923,-79.733622,26537
144,33.393498,-84.743664,30265
144,32.473542,-99.738532,79601
145,43.192887,-86.266661,49441
146,41.244171,-96.025545,68124
147,33.35103,-111.960968,85284
147,36.7318789,-108.2261788,87401
148,45.6695255,-122.5233909,98682
149,38.36144,-122.692596,94928
149,41.739791,-72.713347,6106
150,38.635584,-121.506013,95834
151,30.527664,-87.271985,32534
151,38.774005,-90.626038,63376
152,39.424718,-80.190933,26554
153,40.404373,-105.046623,80537
153,37.410677,-79.209399,24501
154,41.116058,-74.578954,27513
155,33.63588,-91.80475,41503
156,42.0980861,-71.0567099,2301
157,34.477048,-91.549074,70816
157,30.4098482,-91.0543414,72160
158,32.275089,-76.018944,75703
159,45.7524691,-123.169349,49829
159,44.0459,-87.0827258,97402
160,33.664699,-95.505897,75462
160,39.989348,-81.576671,43725
161,34.247854,-83.456616,30529
161,33.552575,-117.192629,92562
162,36.755728,-80.734093,63901
162,32.425554,-90.411818,29906
163,30.177358,-81.625278,32223
163,33.796641,-111.962216,85331
164,37.971663,-120.365778,95370
165,37.65447,-113.088367,84720
165,43.179211,-87.988185,53223
166,33.347947,-94.623206,74960
166,35.798588,-96.582282,75409
167,32.211604,-80.728675,41101
168,33.134578,-94.964667,75455
168,42.664048,-95.197118,50588
169,41.551962,-73.419723,6776
170,41.350947,-82.067295,44035
170,29.4878928,-98.5377275,78213
171,33.971139,-83.996583,30046
172,43.817639,-93.286082,48413
172,44.781099,-83.005695,55337
173,37.126268,-113.51802,84780
174,40.978989,-91.541832,52641
174,36.810606,-119.860333,93722
175,26.6309088,-80.0838658,33461
176,39.540389,-95.129139,66002
177,36.050008,-94.201133,72704
177,40.261651,-76.772903,17111
178,31.577418,-80.649858,29020
178,34.250827,-91.462452,71373
179,37.805879,-79.409875,24450
179,64.856378,-147.689549,99701
180,37.400846,-122.109748,94040
181,33.703645,-116.281073,92253
182,37.2458298,-77.3863435,23834
182,42.72877,-84.407025,48864
183,32.385046,-86.184915,36117
183,35.654823,-101.411718,79007
184,30.761862,-89.798245,38018
184,35.140734,-88.229473,36575
185,31.650027,-94.652353,75965
185,27.9870445,-82.7736996,33755
186,26.693816,-80.109045,33406
187,32.882306,-97.15712,76034
188,38.674715,-90.017291,62234
188,35.559783,-77.06361,27889
189,41.34997,-74.733605,18337
189,41.2013398,-73.1187591,6614
190,46.908396,-102.787045,58601
191,43.323635,-76.448689,13069
192,38.954911,-76.23355,65201
193,38.067831,-78.933084,22980
194,32.764623,-97.169284,76120
194,38.78799,-121.2898911,95678
195,42.580217,-84.803637,48813
195,32.275089,-95.310407,75703
196,39.660399,-86.141957,78249
196,29.5744773,-98.5658032,46227
197,37.92381,-90.771606,63664
197,37.515657,-120.847072,95380
198,37.551571,-83.3603119,33825
199,27.679204,-121.760604,97603
200,42.026224,-95.371661,51442
201,28.537096,-93.1993259,70611
202,42.491861,-71.729962,1453
203,28.395378,-80.753116,32922
204,36.324329,-84.171753,40769
204,36.720647,-119.273131,93292
205,43.941269,-90.832911,54656
205,39.624903,-78.835052,21502
