6,17602,"PA"
7,27704,"NC"
12,15801,"PA"
13,6776,"CT"
14,26452,"WV"
16,7457,"NJ"
24,14043,"NY"
26,17866,"PA"
26,12458,"NY"
29,16652,"NY"
33,27288,"NC"
37,28805,"NC"
41,20011,"DC"
44,29505,"SC"
45,29206,"SC"
48,2760,"MA"
52,29210,"NH"
53,17402,"PA"
56,29209,"SC"
59,19148,"PA"
62,8755,"CA"
69,29070,"SC"
70,28602,"NC"
77,6484,"CT"
78,28570,"NY"
79,28262,"NC"
84,14502,"NY"
86,23824,"VA"
86,27406,"NC"
89,29379,"SC"
94,15717,"NC"
94,27549,"PA"
100,12534,"NY"
102,1440,"MA"
104,8835,"NJ"
107,4011,"ME"
110,23321,"VA"
113,19406,"PA"
113,28529,"NC"
116,23601,"MI"
119,6810,"CT"
126,17331,"PA"
128,1020,"MA"
130,28337,"NC"
133,22033,"VA"
133,28314,"NC"
135,4730,"ME"
142,1923,"MA"
143,26537,"WV"
149,6106,"CT"
152,26554,"WV"
153,24501,"VA"
154,27513,"NJ"
156,2301,"MA"
169,6776,"CT"
177,17111,"PA"
178,29020,"SC"
179,24450,"VA"
182,23834,"VA"
188,27889,"NC"
189,18337,"PA"
189,6614,"CT"
191,13069,"NY"
193,22980,"TX"
202,1453,"MA"
205,21502,"MD"
206,27209,"NC"
210,16601,"PA"
212,6492,"CT"
213,2301,"MA"
215,3051,"TX"
220,15108,"PA"
221,15122,"PA"
225,22026,"CA"
233,23234,"AZ"
243,12866,"NY"
243,28372,"NC"
244,15717,"PA"
246,6776,"CT"
248,28092,"FL"
257,28097,"CA"
259,16504,"PA"
267,27587,"NC"
268,21826,"MD"
269,29485,"SC"
275,14304,"NY"
278,14580,"NY"
285,21122,"MD"
286,1532,"MA"
287,24171,"VA"
290,27360,"NC"
295,28337,"NC"
299,2886,"CA"
306,18252,"PA"
311,27203,"TX"
312,6516,"CT"
317,27344,"OH"
322,2921,"RI"
323,27263,"NC"
327,22306,"VA"
328,27893,"NC"
331,16506,"PA"
333,4105,"ME"
334,17870,"PA"
336,27858,"NC"
337,19095,"PA"
341,6790,"OH"
349,23322,"FL"
350,27612,"NC"
351,26155,"WV"
352,23805,"VA"
352,22182,"VA"
367,21227,"MD"
372,19095,"PA"
373,12458,"NY"
377,27804,"NC"
382,11554,"NY"
383,7457,"NJ"
385,14456,"NY"
386,16701,"PA"
387,6810,"CT"
393,1082,"MA"
394,23834,"VA"
394,27529,"NC"
396,17402,"PA"
399,6042,"CT"
401,19403,"OR"
406,28504,"NC"
408,11554,"VA"
408,20186,"NY"
413,28704,"ND"
416,23060,"VA"
417,27203,"NC"
423,19560,"MN"
424,6385,"CT"
424,26354,"WV"
427,27203,"NC"
428,27804,"NC"
431,17011,"PA"
433,24134,"VA"
435,29440,"IL"
442,8002,"NJ"
446,15601,"PA"
448,15010,"PA"
449,19505,"PA"
460,15642,"PA"
469,27856,"SD"
470,15005,"PA"
470,6460,"CT"
473,18020,"PA"
478,12804,"NY"
480,7036,"NJ"
484,1864,"MA"
485,28339,"VA"
485,23322,"NC"
488,25570,"WV"
489,19440,"PA"
489,28658,"NC"
496,24211,"VA"
500,28461,"NC"
504,8012,"NJ"
508,17866,"PA"
508,23284,"VA"
512,7753,"NJ"
515,27292,"NC"
521,28630,"AZ"
523,28787,"NC"
525,27320,"NC"
526,24211,"VA"
528,3874,"NH"
530,17268,"PA"
531,12401,"NY"
538,23502,"VA"
542,29466,"SC"
544,8096,"NJ"
545,7731,"NJ"
546,29483,"FL"
551,8540,"MN"
552,21220,"MD"
553,19438,"PA"
555,27288,"NC"
560,18202,"PA"
561,28376,"NC"
563,24572,"VA"
570,29485,"SC"
571,13815,"NY"
579,5478,"VT"
582,22603,"VA"
592,19526,"PA"
598,29203,"SC"
599,20011,"DC"
605,15108,"PA"
612,24540,"VA"
615,28540,"NC"
619,14420,"NY"
620,25271,"WV"
625,24401,"VA"
627,2322,"MA"
630,28358,"NC"
636,19365,"PA"
639,24153,"VA"
644,28694,"NC"
646,7608,"NJ"
657,21811,"MD"
658,18640,"PA"
665,26501,"WV"
666,13090,"TN"
673,28645,"NC"
673,6614,"CT"
681,1364,"MA"
690,24502,"VA"
691,29526,"SC"
696,6484,"CT"
696,12303,"NY"
699,20601,"MD"
