703,1532,"OH"
705,23831,"FL"
706,15137,"PA"
710,25601,"WV"
711,15767,"PA"
722,15108,"PA"
724,14043,"NY"
733,27263,"NC"
736,8091,"NJ"
736,24012,"VA"
742,28390,"NC"
742,8083,"NJ"
745,18702,"PA"
752,16214,"PA"
753,21502,"MD"
754,13021,"NY"
760,2767,"MA"
773,28152,"NC"
774,11725,"NY"
775,19061,"PA"
776,29307,"VA"
776,22801,"SC"
778,13421,"FL"
783,29072,"SC"
784,14513,"NY"
785,22315,"VA"
786,14304,"NY"
787,17050,"PA"
790,23284,"VA"
795,27560,"NC"
796,2081,"NC"
797,27263,"NC"
798,8070,"CA"
801,23464,"VA"
803,27406,"NC"
807,19610,"MO"
809,3865,"UT"
820,6111,"WI"
827,6810,"IL"
831,13413,"NY"
832,27317,"NC"
835,6475,"IL"
837,23230,"VA"
838,28451,"MS"
840,28403,"WA"
845,27573,"NC"
852,17815,"PA"
854,17044,"IN"
861,3110,"NH"
867,13669,"TX"
876,16803,"PA"
882,16635,"PA"
884,24171,"VA"
887,15044,"IL"
888,28054,"NC"
891,29488,"SC"
891,2904,"RI"
892,1119,"MA"
896,11749,"AR"
897,7026,"NJ"
899,16421,"AR"
903,29203,"AL"
906,15417,"PA"
909,26508,"WV"
914,29203,"SC"
926,20001,"DC"
927,16635,"PA"
933,16066,"PA"
935,7083,"NJ"
935,27406,"NC"
941,6351,"CT"
943,17751,"PA"
944,3079,"NH"
946,24401,"VA"
949,20151,"VA"
954,29445,"SC"
961,23060,"VA"
968,23602,"VA"
970,13662,"AL"
980,23061,"VA"
982,20601,"MD"
982,2188,"MA"
995,28152,"NC"
996,3581,"NH"
